carat,cut,color,clarity,depth,table,price,x,y,z
0.26,2,1,4,61.8,55.0,452,4.09,4.13,2.54
0.3,2,4,2,62.4,55.0,450,4.3,4.32,2.69
0.5,1,3,5,59.3,65.0,1259,5.1,5.12,3.03
0.3,3,0,5,61.7,59.0,911,4.28,4.25,2.63
0.31,4,1,5,61.6,59.0,680,4.32,4.35,2.67
1.13,3,5,3,62.1,60.0,3734,6.74,6.66,4.16
0.73,2,5,4,61.0,56.0,2596,5.82,5.86,3.56
1.02,4,5,3,62.6,56.0,4084,6.41,6.44,4.02
0.71,2,1,4,59.7,57.0,3272,5.84,5.86,3.49
0.53,2,2,4,60.7,55.0,1697,5.32,5.25,3.21
1.01,0,5,0,56.1,63.0,2342,6.7,6.65,3.74
1.0,2,3,4,62.9,57.0,6290,6.36,6.32,3.99
0.4,3,0,2,61.1,58.0,990,4.75,4.74,2.9
0.4,2,1,2,61.2,57.0,737,4.7,4.74,2.89
1.24,3,2,2,61.6,59.0,7162,6.94,6.89,4.26
1.74,2,6,4,61.1,56.0,11194,7.85,7.79,4.78
0.39,4,0,5,60.2,59.0,958,4.74,4.76,2.86
0.83,2,4,2,62.4,57.0,2720,6.03,5.98,3.75
0.9,3,0,3,58.7,58.0,3578,6.3,6.28,3.69
0.63,2,3,2,62.3,58.0,1711,5.44,5.48,3.4
1.28,2,3,3,61.5,57.0,6412,6.93,7.0,4.28
0.9,4,2,3,62.8,54.0,3217,6.05,6.15,3.83
2.08,2,1,3,60.2,60.0,18128,8.28,8.32,5.0
0.81,3,4,2,59.1,57.0,2585,6.16,6.09,3.62
1.01,2,4,4,62.6,57.0,5882,6.4,6.37,4.0
1.31,3,2,3,62.7,61.0,4743,7.03,6.86,4.36
0.93,2,4,2,62.4,55.0,4635,6.2,6.24,3.88
1.2,4,1,2,61.8,56.0,6534,6.75,6.82,4.19
0.34,3,4,4,60.6,60.0,596,4.45,4.49,2.71
0.28,4,0,4,61.7,58.0,487,4.19,4.24,2.6
0.57,2,2,3,62.2,53.0,1308,5.34,5.4,3.34
1.27,3,5,2,60.9,59.0,5690,6.99,6.94,4.24
0.32,2,3,2,62.6,55.0,445,4.38,4.41,2.75
1.05,3,2,2,62.8,59.0,4879,6.43,6.4,4.03
0.31,4,3,4,62.4,59.0,625,4.32,4.34,2.7
0.4,4,0,7,60.8,56.0,1133,4.78,4.82,2.92
0.37,4,1,5,62.3,59.0,811,4.56,4.59,2.85
1.01,1,4,2,57.1,58.0,4488,6.6,6.64,3.78
0.9,4,6,4,62.9,56.0,3197,6.13,6.18,3.87
1.03,1,0,2,57.7,62.0,5526,6.63,6.65,3.83
0.3,3,3,1,60.2,58.0,895,4.35,4.39,2.63
1.54,3,6,5,59.3,59.0,6202,7.54,7.5,4.46
1.5,3,1,5,62.3,60.0,14179,7.27,7.2,4.51
1.02,4,4,2,63.5,56.0,4703,6.36,6.43,4.06
1.22,3,2,2,62.5,59.0,6932,6.78,6.83,4.25
0.41,2,2,7,61.4,57.0,1323,4.77,4.81,2.94
0.4,4,1,7,62.3,57.0,1043,4.68,4.72,2.93
0.34,3,3,5,61.2,59.0,596,4.43,4.49,2.73
1.22,2,6,4,61.5,55.0,5649,6.86,6.87,4.22
0.45,3,5,3,60.1,59.0,830,4.96,4.92,3.02
0.36,2,2,2,61.6,56.0,560,4.57,4.62,2.83
0.31,2,3,5,61.7,55.0,562,4.37,4.39,2.7
0.35,2,2,7,60.8,55.0,872,4.58,4.61,2.79
0.33,2,0,5,60.9,55.0,781,4.46,4.5,2.73
0.4,2,2,6,61.4,56.0,1168,4.77,4.81,2.94
0.34,2,4,5,61.4,57.0,537,4.48,4.55,2.77
0.91,4,5,5,62.5,58.0,3579,6.13,6.19,3.85
0.58,2,4,2,60.9,57.0,1421,5.38,5.33,3.26
0.3,2,4,6,63.0,56.0,878,4.27,4.24,2.68
0.71,2,4,5,61.4,57.0,2522,5.71,5.75,3.52
0.41,2,1,7,62.3,58.0,1085,4.73,4.78,2.96
1.06,4,2,3,60.0,59.0,4224,6.6,6.63,3.97
1.4,3,4,5,62.9,55.0,8847,7.15,7.06,4.47
1.78,3,4,4,60.2,59.0,15601,7.96,7.83,4.75
1.12,3,4,4,62.1,58.0,5845,6.6,6.64,4.11
1.07,3,2,3,61.8,58.0,4366,6.51,6.57,4.04
0.9,2,2,4,61.6,56.0,5386,6.2,6.23,3.83
1.25,4,4,5,63.3,57.0,7525,6.87,6.82,4.33
0.77,4,6,2,61.0,59.0,2086,5.94,5.99,3.64
0.32,2,4,5,61.5,56.0,648,4.4,4.38,2.7
1.02,3,2,5,62.7,59.0,6333,6.44,6.41,4.03
0.54,4,4,6,62.0,57.0,1846,5.2,5.25,3.24
0.4,1,2,6,59.2,64.0,1287,4.8,4.83,2.85
0.25,2,4,6,62.4,55.0,525,4.04,4.08,2.53
1.54,3,3,5,61.6,59.0,12308,7.46,7.4,4.58
0.9,4,0,2,61.1,63.0,4068,6.17,6.21,3.78
0.24,4,2,4,62.9,59.0,393,3.95,3.97,2.49
0.3,3,5,4,61.7,59.0,473,4.26,4.3,2.64
0.66,1,3,4,61.6,61.0,2139,5.56,5.63,3.43
0.35,2,2,6,61.5,55.0,945,4.51,4.56,2.79
0.7,4,5,6,61.2,58.0,2513,5.65,5.72,3.48
0.3,1,2,6,63.7,59.0,752,4.17,4.24,2.68
0.3,1,0,6,64.3,57.0,848,4.27,4.32,2.76
0.74,4,3,3,60.3,57.0,2505,5.85,5.87,3.54
1.24,2,4,2,62.3,54.0,6867,6.88,6.9,4.29
0.52,3,0,2,61.4,58.0,1600,5.16,5.19,3.18
1.37,2,3,4,61.1,55.0,11009,7.2,7.16,4.39
0.71,3,0,5,59.2,59.0,3161,5.86,5.8,3.45
1.23,3,3,4,59.6,60.0,8145,6.94,6.99,4.15
1.01,4,0,2,60.8,57.0,5386,6.58,6.54,3.99
0.41,2,4,4,61.0,54.0,1024,4.84,4.8,2.94
2.02,3,2,3,62.1,56.0,18678,8.07,7.99,4.99
0.39,1,6,4,63.5,58.0,616,4.59,4.64,2.93
1.01,4,0,5,63.1,60.0,7127,6.39,6.35,4.02
0.37,4,1,4,62.0,56.0,925,4.59,4.63,2.86
0.32,2,4,6,62.1,54.0,730,4.4,4.42,2.74
0.41,2,3,6,62.0,56.0,1230,4.8,4.78,2.97
2.0,4,4,3,59.7,61.0,15312,8.15,8.2,4.88
0.31,2,3,1,61.7,56.0,988,4.38,4.34,2.69
0.58,2,2,5,62.1,56.0,1790,5.37,5.33,3.32
0.41,2,3,1,61.7,56.0,1431,4.8,4.77,2.95
0.38,3,0,4,61.2,58.0,1140,4.68,4.63,2.85
1.01,0,0,2,64.4,61.0,5147,6.17,6.13,3.96
0.82,0,4,2,64.9,58.0,3057,5.82,5.77,3.76
1.39,2,5,7,61.6,53.0,8271,7.21,7.22,4.44
1.23,3,6,4,60.1,60.0,5304,6.95,6.9,4.16
0.51,4,0,3,61.5,59.0,1108,5.07,5.14,3.14
0.36,3,3,4,62.2,59.0,726,4.53,4.57,2.83
0.9,4,5,3,60.9,63.0,2704,6.21,6.13,3.76
1.02,4,0,2,63.2,58.0,5198,6.41,6.35,4.03
0.3,2,3,1,62.4,54.0,863,4.31,4.34,2.7
0.9,3,0,5,63.0,62.0,4586,6.13,6.06,3.84
0.35,3,1,2,61.9,58.0,788,4.52,4.49,2.79
1.0,3,3,5,62.9,56.0,5806,6.42,6.27,3.99
0.43,2,2,7,61.9,56.0,1169,4.82,4.84,2.99
1.18,1,0,3,61.7,63.0,5315,6.67,6.72,4.13
1.2,4,4,2,62.1,58.0,6019,6.72,6.77,4.19
0.41,2,2,7,62.5,56.0,1115,4.72,4.75,2.96
0.9,4,1,2,62.2,60.0,4054,6.14,6.17,3.83
1.39,3,2,2,62.1,58.0,8631,7.16,7.1,4.43
0.86,0,3,5,66.5,54.1,3418,5.89,5.97,3.94
1.54,2,3,6,61.4,56.0,18294,7.42,7.47,4.57
0.78,4,0,5,63.0,58.0,3534,5.8,5.86,3.67
0.53,2,1,7,62.0,58.0,2230,5.16,5.2,3.21
0.75,3,3,5,61.7,58.0,2760,5.85,5.79,3.59
0.5,1,2,5,63.6,58.0,1433,5.05,5.02,3.2
0.3,1,0,7,63.5,58.0,787,4.23,4.31,2.71
0.3,2,3,4,61.4,57.0,605,4.29,4.34,2.65
1.14,3,4,3,60.6,59.0,4788,6.8,6.77,4.11
1.07,3,2,3,60.3,58.0,4700,6.68,6.62,4.01
0.6,4,3,6,60.0,58.0,2485,5.53,5.43,3.29
0.42,2,4,2,62.2,57.0,700,4.78,4.8,2.98
0.9,4,1,3,63.4,60.0,3342,6.07,6.02,3.83
0.42,3,3,5,60.1,61.0,1087,4.86,4.79,2.9
1.22,2,2,5,61.3,56.0,9203,6.87,6.92,4.23
0.91,4,3,5,59.5,58.0,4316,6.26,6.34,3.75
0.91,4,3,3,60.4,61.0,3435,6.21,6.28,3.77
0.57,3,4,2,59.3,58.0,1218,5.4,5.46,3.22
0.35,4,3,4,62.9,58.0,706,4.48,4.49,2.82
1.07,2,3,7,62.4,55.6,8235,6.48,6.55,4.07
1.02,3,3,0,60.3,58.0,2815,6.55,6.5,3.94
0.33,3,5,7,61.5,58.0,743,4.45,4.43,2.73
0.33,2,5,2,61.5,57.0,572,4.49,4.46,2.75
1.02,1,1,3,63.3,59.0,4398,6.32,6.42,4.03
1.03,3,1,3,61.0,60.0,4441,6.46,6.53,3.96
0.34,2,2,5,60.7,56.0,938,4.56,4.53,2.76
0.54,4,2,2,60.2,56.0,1404,5.28,5.39,3.21
0.3,2,2,7,61.8,57.0,694,4.28,4.33,2.66
0.47,4,3,6,60.6,55.0,1780,5.05,5.09,3.07
0.31,2,0,5,62.7,57.0,734,4.3,4.34,2.71
1.01,4,2,5,62.9,56.0,5902,6.38,6.41,4.02
2.03,2,4,2,64.4,54.0,16900,7.97,7.92,5.12
0.43,2,5,6,61.6,54.0,848,4.88,4.92,3.02
0.31,2,4,6,61.5,54.0,907,4.39,4.36,2.69
1.11,4,3,5,62.2,55.0,6593,6.61,6.67,4.13
2.02,3,5,5,59.0,59.0,17893,8.34,8.27,4.9
0.71,1,2,5,63.0,59.0,2320,5.59,5.65,3.54
1.58,2,5,3,62.3,57.0,6441,7.42,7.34,4.6
2.0,1,3,3,64.2,60.0,9999,7.89,7.81,5.04
0.73,2,1,2,61.5,56.0,3453,5.79,5.82,3.57
1.09,2,4,2,62.3,55.0,5125,6.58,6.61,4.11
0.54,2,4,2,62.5,56.0,1147,5.2,5.23,3.26
0.32,2,2,6,60.7,56.0,905,4.45,4.43,2.7
0.42,3,3,2,61.7,58.0,737,4.76,4.8,2.95
0.91,2,2,3,62.0,56.0,4642,6.2,6.22,3.85
0.31,2,3,6,61.6,55.0,789,4.38,4.42,2.71
0.31,3,1,1,61.0,59.0,1133,4.39,4.36,2.67
0.36,2,0,5,62.5,55.0,773,4.55,4.57,2.85
0.8,4,6,4,62.7,58.0,2487,5.91,5.95,3.72
2.14,3,5,5,59.3,59.0,15418,8.39,8.43,5.0
0.59,2,3,2,61.3,56.0,1891,5.41,5.43,3.32
2.01,2,5,4,61.4,59.0,17227,8.06,8.13,4.97
0.63,4,0,2,63.1,58.0,2211,5.49,5.44,3.45
1.02,3,2,3,58.0,60.0,3996,6.7,6.64,3.87
0.32,4,2,5,60.2,59.0,645,4.4,4.43,2.66
1.53,1,5,3,63.9,59.0,6238,7.31,7.17,4.64
0.91,4,0,2,63.1,61.0,4041,6.16,6.1,3.87
1.06,4,4,5,62.4,56.0,5480,6.49,6.56,4.07
0.7,2,1,3,62.0,58.0,2332,5.66,5.7,3.52
2.35,4,5,3,58.5,57.0,15122,8.72,8.77,5.12
0.79,3,4,3,62.8,57.0,2370,5.91,5.88,3.7
0.32,4,4,6,62.9,58.0,730,4.34,4.37,2.74
0.51,2,4,5,61.2,53.0,1312,5.22,5.18,3.18
0.32,2,0,5,62.7,57.0,972,4.44,4.4,2.77
0.39,4,3,3,62.7,54.0,581,4.64,4.71,2.93
0.5,3,1,5,60.5,60.0,1581,5.09,5.13,3.09
0.39,4,1,7,62.2,55.0,962,4.66,4.7,2.91
0.3,2,1,5,61.3,57.0,844,4.33,4.29,2.64
1.56,3,3,5,61.9,58.0,13299,7.44,7.4,4.59
0.31,2,5,6,62.1,54.0,511,4.34,4.39,2.71
2.04,4,5,3,62.5,52.0,14477,8.02,8.17,5.06
0.44,3,1,7,60.0,59.0,1334,4.99,4.95,2.98
0.42,2,2,4,61.3,57.0,1031,4.8,4.85,2.96
0.9,4,0,2,62.3,53.0,5123,6.2,6.22,3.87
1.73,3,2,3,63.0,60.0,8816,7.63,7.52,4.77
0.7,4,3,3,59.0,62.0,2872,5.79,5.81,3.42
0.58,2,1,5,61.9,57.0,1884,5.33,5.37,3.31
0.93,2,3,2,60.9,57.0,3521,6.29,6.25,3.82
0.9,4,0,4,63.0,56.0,5757,6.13,6.18,3.88
0.31,2,3,6,62.0,53.0,789,4.35,4.39,2.71
0.34,2,0,2,62.3,57.0,803,4.48,4.44,2.78
0.34,3,3,5,61.2,58.0,596,4.46,4.5,2.74
1.24,4,5,2,60.0,59.0,5584,6.98,7.01,4.2
1.0,3,2,5,61.9,59.0,6521,6.36,6.41,3.95
0.71,4,4,2,60.7,60.0,2266,5.73,5.76,3.49
0.9,1,0,2,61.9,64.0,3567,6.0,6.09,3.74
0.76,3,3,5,61.8,58.0,2744,5.85,5.89,3.63
1.01,3,3,4,59.8,59.0,6529,6.55,6.5,3.9
0.7,2,1,2,62.6,55.0,2656,5.62,5.66,3.53
0.48,4,1,4,62.2,62.0,1644,4.95,4.99,3.09
0.41,2,1,4,62.3,53.0,863,4.74,4.76,2.96
0.31,2,2,5,62.6,57.0,802,4.33,4.29,2.7
0.7,4,0,2,62.5,63.0,2374,5.7,5.63,3.54
0.71,4,1,7,60.3,52.0,3760,5.8,5.87,3.52
0.3,2,0,5,61.4,54.0,911,4.34,4.33,2.66
1.28,4,6,2,63.4,59.0,4967,6.89,6.84,4.35
0.7,3,2,2,60.4,58.0,2196,5.76,5.82,3.5
0.82,3,2,3,62.5,59.0,2544,6.0,5.94,3.73
1.02,3,6,2,61.2,57.0,3496,6.58,6.43,3.98
0.77,2,1,2,61.6,57.0,3189,5.87,5.91,3.63
1.51,3,4,5,62.8,60.0,11268,7.28,7.25,4.56
1.0,4,2,5,62.5,58.0,6283,6.32,6.36,3.96
0.9,1,4,2,59.0,62.0,3577,6.23,6.27,3.69
0.7,4,0,3,63.7,58.0,2104,5.56,5.62,3.56
0.41,3,3,5,62.6,59.0,827,4.73,4.76,2.97
0.31,3,1,2,58.7,60.0,651,4.48,4.45,2.62
0.33,2,2,4,61.6,55.0,738,4.46,4.47,2.76
1.32,3,2,3,60.6,60.0,6541,7.05,7.1,4.29
1.11,1,0,2,57.8,61.0,6088,6.83,6.78,3.93
1.51,1,5,5,63.8,57.0,7577,7.24,7.18,4.6
0.81,2,5,2,62.2,57.0,2323,5.95,5.98,3.71
0.31,3,4,6,60.6,59.0,707,4.36,4.38,2.65
0.9,1,4,4,60.6,61.0,4072,6.13,6.19,3.73
0.42,3,1,2,61.6,59.0,992,4.85,4.83,2.98
0.53,2,2,4,62.4,57.0,1832,5.18,5.21,3.24
0.31,2,4,5,61.2,59.0,515,4.36,4.4,2.68
0.65,4,2,4,59.3,56.0,2406,5.64,5.76,3.37
1.55,2,3,3,60.7,55.0,9530,7.54,7.51,4.57
0.73,3,2,4,60.7,61.0,3211,5.79,5.75,3.5
1.05,3,4,2,61.9,58.0,4692,6.5,6.45,4.01
0.7,2,0,4,62.8,54.0,3529,5.65,5.69,3.56
0.35,1,2,5,57.9,60.0,596,4.65,4.68,2.7
0.91,1,3,3,63.2,61.0,3340,6.01,6.27,3.88
0.3,2,5,6,61.9,57.0,552,4.31,4.35,2.68
1.16,2,3,5,62.3,57.0,7203,6.72,6.66,4.17
0.34,3,4,5,61.1,58.0,537,4.47,4.5,2.74
0.52,2,4,6,61.7,53.0,1893,5.19,5.25,3.22
0.71,3,2,5,58.0,62.0,2803,5.85,5.81,3.38
0.9,1,1,4,59.3,56.0,5356,6.27,6.32,3.73
0.3,2,3,4,61.4,55.0,524,4.32,4.38,2.67
0.77,3,5,5,60.3,58.0,2375,5.96,5.94,3.59
0.3,4,3,6,61.1,57.0,680,4.33,4.37,2.66
0.74,4,5,4,63.4,57.0,2353,5.81,5.76,3.67
0.51,2,1,2,62.4,55.0,1443,5.14,5.09,3.19
1.82,4,6,4,62.2,56.0,10090,7.83,7.96,4.91
1.52,3,4,5,60.6,61.0,9704,7.46,7.42,4.51
1.61,3,0,2,61.4,60.0,13582,7.56,7.51,4.63
1.01,2,3,2,61.8,55.0,5141,6.46,6.43,3.98
0.58,2,2,4,60.6,55.0,2117,5.41,5.48,3.3
0.61,2,4,1,62.0,54.4,2438,5.44,5.47,3.38
0.32,2,1,5,61.8,55.0,900,4.43,4.4,2.73
1.11,4,6,5,61.8,56.0,4283,6.59,6.64,4.09
1.02,4,1,3,60.5,58.0,4398,6.54,6.58,3.97
0.72,0,1,5,64.4,59.0,2691,5.67,5.64,3.64
0.52,2,3,7,61.6,57.0,1897,5.16,5.2,3.19
0.9,4,1,2,63.1,58.0,4151,6.12,6.02,3.83
0.41,2,1,2,62.5,55.0,969,4.77,4.73,2.97
2.12,3,5,5,61.5,58.0,17254,8.3,8.26,5.09
0.31,1,4,7,63.7,55.0,625,4.28,4.32,2.74
1.23,2,4,5,59.0,57.0,6406,7.05,6.99,4.14
1.09,2,6,5,62.0,54.0,4361,6.64,6.61,4.11
0.91,2,2,2,62.0,55.0,5176,6.21,6.24,3.86
0.3,2,3,6,61.7,55.0,789,4.32,4.34,2.67
0.81,4,5,4,62.7,58.0,2950,5.9,5.96,3.72
1.59,4,4,5,60.7,61.1,11333,7.5,7.56,4.57
0.78,2,2,3,60.6,55.0,2386,6.0,5.99,3.63
1.12,4,5,3,61.2,59.0,4533,6.69,6.74,4.11
1.01,2,0,3,62.0,57.0,4242,6.42,6.38,3.97
1.51,4,6,4,63.5,60.0,7991,7.29,7.23,4.61
0.71,2,2,4,61.8,55.0,3710,5.71,5.73,3.54
0.62,0,1,4,58.8,67.0,2344,5.66,5.57,3.29
0.3,4,3,7,61.8,59.0,684,4.22,4.26,2.62
0.93,2,5,2,61.9,57.0,3359,6.23,6.21,3.85
0.9,2,2,2,62.4,56.0,3992,6.22,6.18,3.87
0.74,2,4,2,62.1,56.0,2870,5.77,5.83,3.6
1.52,3,1,2,62.4,59.0,10963,7.37,7.34,4.59
1.02,2,1,1,62.6,57.0,11500,6.41,6.47,4.03
0.4,3,0,3,62.2,58.0,855,4.75,4.71,2.94
1.02,3,2,3,62.7,59.0,4151,6.38,6.45,4.02
0.73,3,5,4,61.2,59.0,2393,5.84,5.82,3.57
0.37,2,0,5,61.0,56.0,1124,4.7,4.65,2.85
1.14,3,4,2,62.1,59.0,4463,6.73,6.61,4.14
0.27,3,1,4,61.5,58.0,603,4.22,4.17,2.58
0.31,2,3,6,60.7,57.0,1046,4.4,4.37,2.66
0.32,3,4,4,62.4,58.0,720,4.4,4.35,2.73
1.06,4,1,3,61.7,62.0,4570,6.5,6.54,4.02
0.5,2,4,5,61.2,56.0,1332,5.18,5.14,3.16
2.07,2,2,3,61.5,55.0,18344,8.23,8.28,5.08
0.7,3,3,0,59.7,59.0,1138,5.76,5.57,3.39
2.07,3,1,3,61.4,58.0,13786,8.24,8.19,5.04
1.2,4,2,4,62.9,57.0,9586,6.73,6.78,4.25
0.59,2,0,2,61.3,59.0,1793,5.36,5.4,3.3
1.11,2,1,6,61.3,54.0,12725,6.68,6.72,4.11
1.01,4,2,2,59.7,61.0,4899,6.49,6.55,3.89
0.28,4,0,6,60.3,62.0,596,4.22,4.24,2.55
1.86,4,4,7,58.6,62.0,17267,8.07,8.14,4.75
0.5,3,3,5,60.2,60.0,1415,5.21,5.15,3.12
1.03,2,2,7,61.9,53.0,9131,6.52,6.54,4.04
1.51,4,1,3,61.9,57.0,7848,7.35,7.41,4.57
1.5,2,5,0,61.3,57.0,5695,7.39,7.36,4.52
1.0,1,5,4,59.6,61.0,4624,6.48,6.53,3.88
1.0,2,3,4,62.5,54.0,7223,6.41,6.45,4.02
0.52,1,3,3,63.1,56.0,1049,5.08,5.12,3.22
1.21,0,3,2,64.5,56.0,4637,6.69,6.62,4.29
0.32,1,1,4,59.5,64.0,756,4.42,4.45,2.64
1.51,4,6,7,60.6,58.0,8789,7.36,7.4,4.47
0.41,2,2,4,62.7,55.0,1076,4.77,4.74,2.98
2.14,2,5,3,60.7,57.0,14267,8.4,8.34,5.08
1.04,4,1,7,62.4,58.0,8748,6.46,6.4,4.01
0.31,4,2,5,62.8,56.0,625,4.28,4.32,2.7
2.29,3,5,5,60.8,60.0,18823,8.5,8.47,5.16
2.0,2,4,5,61.6,57.0,13531,8.11,8.08,4.99
0.35,1,3,2,63.8,54.0,522,4.46,4.48,2.85
0.38,2,2,7,60.9,58.0,954,4.66,4.7,2.85
0.56,3,3,2,62.4,58.0,1304,5.23,5.29,3.28
1.5,3,4,0,60.1,57.0,3457,7.4,7.28,4.42
0.4,2,1,7,62.5,54.0,1106,4.73,4.77,2.97
0.7,4,4,2,61.5,57.0,2107,5.64,5.68,3.48
0.81,4,2,2,63.1,59.0,2809,5.85,5.79,3.67
0.33,2,2,7,61.3,56.0,810,4.44,4.46,2.73
0.71,2,2,3,62.1,55.7,2614,5.7,5.75,3.56
0.32,2,2,5,62.4,56.0,645,4.35,4.37,2.72
1.69,4,1,5,62.7,58.0,17803,7.52,7.6,4.74
1.01,3,5,2,62.7,58.0,3337,6.4,6.33,3.99
0.35,2,5,6,61.6,55.0,628,4.55,4.58,2.81
1.0,0,1,3,67.0,53.0,3136,6.19,6.13,4.13
0.5,3,4,2,62.1,60.0,1219,5.06,5.02,3.13
1.03,3,3,2,58.2,59.0,4900,6.7,6.64,3.88
1.1,2,3,2,61.6,56.0,6837,6.62,6.65,4.08
0.52,2,4,5,62.0,57.0,1385,5.12,5.08,3.16
1.0,1,2,5,62.1,61.0,6030,6.31,6.38,3.94
1.5,3,2,5,61.0,58.0,14352,7.37,7.31,4.48
0.23,4,3,7,62.3,57.0,431,3.9,3.92,2.43
0.56,2,2,2,61.4,57.0,1340,5.28,5.3,3.25
0.92,3,4,2,62.2,58.0,3675,6.19,6.23,3.86
0.56,1,4,2,63.2,57.0,1197,5.23,5.27,3.32
1.05,3,1,1,59.8,59.0,11025,6.65,6.62,3.97
0.56,2,4,4,61.6,56.0,1949,5.31,5.34,3.28
0.32,2,2,6,61.5,56.0,947,4.44,4.45,2.73
0.74,2,1,4,62.1,53.0,3804,5.82,5.8,3.61
0.91,4,1,2,60.5,61.0,4211,6.19,6.23,3.76
0.9,3,3,2,61.0,59.0,3931,6.29,6.17,3.8
1.17,3,2,3,59.9,59.0,4167,6.86,6.82,4.1
0.84,1,1,2,61.9,61.0,3577,6.03,6.05,3.74
0.3,3,3,6,62.6,62.0,945,4.26,4.21,2.65
0.7,3,1,2,61.2,62.0,2396,6.65,5.73,3.48
1.66,4,3,3,58.5,62.0,9123,7.73,7.79,4.54
1.51,4,4,7,63.1,59.0,11934,7.28,7.26,4.59
0.35,3,2,5,61.8,58.0,706,4.48,4.52,2.78
0.32,4,0,2,63.1,56.0,756,4.38,4.34,2.75
1.27,3,4,3,59.3,61.0,2845,7.12,7.05,4.2
0.34,2,3,7,61.1,57.0,995,4.52,4.48,2.75
0.34,2,1,1,62.0,56.0,1243,4.51,4.49,2.79
0.71,2,3,5,60.6,56.0,2911,5.76,5.8,3.5
1.01,3,1,2,61.6,59.0,4299,6.44,6.42,3.96
0.3,2,5,4,61.0,56.0,473,4.35,4.37,2.66
0.36,4,0,2,60.4,58.0,663,4.6,4.64,2.79
1.06,4,3,5,60.1,58.0,6212,6.64,6.67,4.0
0.41,3,3,2,61.3,58.0,719,4.76,4.8,2.93
1.28,3,4,3,62.0,57.0,6164,7.0,6.94,4.32
1.0,4,4,5,61.3,63.0,5854,6.38,6.4,3.92
1.52,3,1,2,62.4,59.0,10767,7.34,7.37,4.59
0.36,3,0,2,59.6,58.0,851,4.65,4.61,2.76
1.05,3,3,3,60.1,60.0,3828,6.58,6.66,3.98
0.32,3,1,2,61.2,58.0,672,4.42,4.37,2.69
0.32,2,3,5,62.4,55.0,524,4.36,4.39,2.73
0.5,0,2,2,64.7,60.0,1069,4.99,4.84,3.18
0.5,2,3,6,62.2,56.0,2070,5.12,5.1,3.18
1.12,2,3,3,61.5,57.0,5018,6.74,6.68,4.13
0.3,3,3,4,61.9,59.0,605,4.28,4.32,2.66
1.51,3,6,4,62.1,58.0,8371,7.36,7.4,4.58
1.27,2,6,5,62.9,54.0,5925,6.87,6.9,4.33
0.33,3,1,5,61.7,60.0,928,4.45,4.4,2.73
1.24,3,0,3,60.6,59.0,4916,6.99,6.96,4.23
0.5,3,3,0,62.2,59.0,1020,5.07,5.03,3.14
0.39,2,3,2,61.3,54.0,748,4.73,4.77,2.91
1.05,3,1,3,61.5,59.0,4139,6.52,6.58,4.03
0.3,4,0,5,62.0,58.0,710,4.29,4.32,2.67
0.26,2,5,4,62.1,55.0,434,4.11,4.13,2.56
0.71,2,3,5,61.8,56.0,3299,5.68,5.72,3.52
2.01,4,5,3,61.8,58.0,13323,8.01,8.05,4.96
1.18,4,2,7,60.1,58.0,11430,6.88,6.92,4.15
1.01,1,1,7,63.3,58.0,8752,6.31,6.39,4.02
0.33,2,5,5,61.5,57.0,594,4.49,4.42,2.74
0.73,2,2,5,62.6,56.0,2762,5.77,5.74,3.6
0.3,1,2,3,63.3,55.0,394,4.29,4.33,2.73
0.3,3,0,7,60.7,59.0,741,4.33,4.34,2.63
0.52,2,3,2,61.7,56.0,1266,5.18,5.22,3.21
1.0,1,5,3,63.9,60.0,3528,6.3,6.26,4.01
0.31,3,3,5,62.6,57.0,698,4.32,4.3,2.7
1.7,1,4,5,62.5,59.0,12723,7.48,7.58,4.71
1.09,4,2,3,58.6,63.0,4629,6.73,6.78,3.96
0.31,2,3,5,61.4,56.0,574,4.34,4.37,2.67
0.34,1,1,2,63.5,55.0,556,4.44,4.47,2.83
1.5,3,3,2,62.7,58.0,10087,7.28,7.23,4.55
0.73,0,3,2,65.5,56.0,2032,5.68,5.62,3.7
0.5,4,0,3,58.5,60.0,1074,5.19,5.21,3.04
0.33,2,2,5,62.3,55.0,854,4.47,4.42,2.77
0.29,4,0,7,62.9,58.0,664,4.2,4.29,2.67
0.7,3,1,2,60.0,59.0,2753,5.75,5.79,3.46
0.25,1,1,7,58.0,65.0,476,4.13,4.18,2.41
1.5,2,4,4,62.4,56.0,12702,7.29,7.34,4.57
1.21,2,3,4,62.0,55.0,9287,6.84,6.88,4.25
0.71,2,2,4,61.4,56.0,3710,5.75,5.78,3.54
0.3,2,1,5,61.5,56.0,844,4.33,4.29,2.65
1.21,1,3,4,63.7,57.0,6025,6.73,6.67,4.27
0.47,1,1,5,58.4,60.3,1294,5.08,5.17,3.0
0.3,2,2,4,61.5,55.0,587,4.33,4.35,2.67
0.74,2,5,4,60.7,56.0,2631,5.86,5.9,3.57
0.39,2,0,7,61.8,57.0,1232,4.67,4.71,2.9
1.01,2,6,2,62.8,57.0,3926,6.4,6.44,4.03
0.4,4,1,2,63.5,57.0,882,4.72,4.7,2.99
0.74,2,2,2,61.0,57.0,2851,5.85,5.81,3.56
0.38,4,4,6,60.0,57.0,975,4.75,4.79,2.86
0.7,4,1,4,63.4,60.0,3068,5.63,5.66,3.58
1.0,1,4,3,63.7,58.0,3472,6.28,6.15,3.96
0.32,2,3,4,61.6,57.0,828,4.42,4.38,2.71
